ID;Nome;Data_Entrada;Status;Promovido;Setor
5416;Colaborador_5416;2025-03-30;Ativo;Sim;Recebimento
5417;Colaborador_5417;2025-06-03;Ativo;Não;Reverso (DV)
5418;Colaborador_5418;2025-11-08;Ativo;Não;Triagem
5419;Colaborador_5419;2026-02-13;Ativo;Não;Recebimento
5420;Colaborador_5420;2025-02-19;Ativo;Não;Triagem
5421;Colaborador_5421;2025-06-05;Ativo;Não;Reverso (DV)
5422;Colaborador_5422;2025-12-24;Ativo;Não;Reverso (DV)
5423;Colaborador_5423;2025-01-19;Ativo;Não;Reverso (DV)
5424;Colaborador_5424;2026-03-22;Desligado;Não;Reverso (DV)
5425;Colaborador_5425;2025-05-08;Desligado;Sim;Expedição
5426;Colaborador_5426;2025-10-02;Ativo;Não;Expedição
5427;Colaborador_5427;2025-04-30;Ativo;Sim;Reverso (DV)
5428;Colaborador_5428;2026-01-09;Ativo;Sim;Reverso (DV)
5429;Colaborador_5429;2025-08-25;Ativo;Não;Reverso (DV)
5430;Colaborador_5430;2025-08-19;Ativo;Não;Expedição
5431;Colaborador_5431;2025-04-21;Desligado;Não;Expedição
5432;Colaborador_5432;2025-01-23;Ativo;Não;Recebimento
5433;Colaborador_5433;2025-07-06;Ativo;Não;Reverso (DV)
5434;Colaborador_5434;2026-03-04;Ativo;Sim;Expedição
5435;Colaborador_5435;2026-01-05;Ativo;Não;Expedição
5436;Colaborador_5436;2026-03-20;Ativo;Sim;Reverso (DV)
5437;Colaborador_5437;2025-02-15;Ativo;Sim;Expedição
5438;Colaborador_5438;2025-06-23;Desligado;Não;Expedição
5439;Colaborador_5439;2026-03-20;Ativo;Não;Expedição
5440;Colaborador_5440;2025-12-28;Ativo;Não;Recebimento
5441;Colaborador_5441;2025-08-26;Desligado;Não;Recebimento
5442;Colaborador_5442;2025-01-16;Ativo;Não;Triagem
5443;Colaborador_5443;2026-01-12;Ativo;Não;Expedição
5444;Colaborador_5444;2025-08-22;Ativo;Sim;Reverso (DV)
5445;Colaborador_5445;2026-01-17;Desligado;Sim;Recebimento
5446;Colaborador_5446;2025-04-05;Ativo;Não;Recebimento
5447;Colaborador_5447;2025-01-25;Ativo;Não;Recebimento
5448;Colaborador_5448;2025-04-15;Ativo;Não;Recebimento
5449;Colaborador_5449;2025-04-28;Ativo;Não;Triagem
5450;Colaborador_5450;2025-12-26;Ativo;Não;Reverso (DV)
5451;Colaborador_5451;2025-09-17;Desligado;Não;Reverso (DV)
5452;Colaborador_5452;2025-04-07;Ativo;Sim;Reverso (DV)
5453;Colaborador_5453;2025-11-11;Ativo;Não;Triagem
5454;Colaborador_5454;2025-05-01;Desligado;Sim;Reverso (DV)
5455;Colaborador_5455;2026-01-25;Desligado;Não;Reverso (DV)
5456;Colaborador_5456;2025-06-30;Ativo;Não;Reverso (DV)
5457;Colaborador_5457;2025-07-15;Ativo;Não;Recebimento
5458;Colaborador_5458;2025-02-15;Desligado;Não;Triagem
5459;Colaborador_5459;2025-08-20;Ativo;Sim;Triagem
5460;Colaborador_5460;2025-12-30;Ativo;Não;Reverso (DV)
5461;Colaborador_5461;2025-11-21;Ativo;Não;Expedição
5462;Colaborador_5462;2026-02-11;Ativo;Não;Reverso (DV)
5463;Colaborador_5463;2025-01-06;Ativo;Não;Reverso (DV)
5464;Colaborador_5464;2025-11-08;Ativo;Não;Triagem
5465;Colaborador_5465;2025-02-07;Ativo;Não;Expedição
5466;Colaborador_5466;2025-06-09;Ativo;Não;Triagem
5467;Colaborador_5467;2025-10-13;Ativo;Não;Recebimento
5468;Colaborador_5468;2026-02-18;Desligado;Não;Recebimento
5469;Colaborador_5469;2025-08-18;Desligado;Não;Recebimento
5470;Colaborador_5470;2025-07-27;Ativo;Não;Triagem
5471;Colaborador_5471;2025-02-23;Ativo;Não;Recebimento
5472;Colaborador_5472;2026-02-05;Ativo;Não;Expedição
5473;Colaborador_5473;2025-06-27;Ativo;Não;Triagem
5474;Colaborador_5474;2025-05-22;Ativo;Não;Expedição
5475;Colaborador_5475;2025-01-24;Ativo;Não;Recebimento
5476;Colaborador_5476;2026-02-03;Ativo;Não;Expedição
5477;Colaborador_5477;2025-06-14;Ativo;Não;Expedição
5478;Colaborador_5478;2025-08-17;Ativo;Não;Recebimento
5479;Colaborador_5479;2025-04-15;Ativo;Não;Reverso (DV)
5480;Colaborador_5480;2025-04-23;Ativo;Não;Triagem
5481;Colaborador_5481;2025-01-22;Ativo;Não;Triagem
5482;Colaborador_5482;2025-01-28;Desligado;Não;Expedição
5483;Colaborador_5483;2025-05-08;Ativo;Sim;Recebimento
5484;Colaborador_5484;2025-02-16;Ativo;Não;Expedição
5485;Colaborador_5485;2025-07-19;Desligado;Sim;Expedição
5486;Colaborador_5486;2026-01-27;Ativo;Não;Recebimento
5487;Colaborador_5487;2025-03-15;Ativo;Não;Reverso (DV)
5488;Colaborador_5488;2025-05-04;Desligado;Não;Reverso (DV)
5489;Colaborador_5489;2025-06-02;Ativo;Não;Triagem
5490;Colaborador_5490;2025-01-02;Ativo;Não;Triagem
5491;Colaborador_5491;2025-05-17;Ativo;Não;Triagem
5492;Colaborador_5492;2025-10-01;Ativo;Não;Triagem
5493;Colaborador_5493;2025-08-16;Ativo;Sim;Triagem
5494;Colaborador_5494;2025-05-23;Desligado;Não;Recebimento
5495;Colaborador_5495;2025-04-10;Desligado;Sim;Triagem
5496;Colaborador_5496;2025-08-21;Ativo;Não;Expedição
5497;Colaborador_5497;2025-04-28;Ativo;Sim;Expedição
5498;Colaborador_5498;2025-10-23;Desligado;Não;Expedição
5499;Colaborador_5499;2025-04-08;Ativo;Não;Reverso (DV)
5500;Colaborador_5500;2026-03-07;Ativo;Não;Expedição
5501;Colaborador_5501;2025-03-18;Ativo;Não;Expedição
5502;Colaborador_5502;2025-04-22;Ativo;Não;Expedição
5503;Colaborador_5503;2025-01-31;Ativo;Não;Reverso (DV)
5504;Colaborador_5504;2025-11-24;Ativo;Não;Recebimento
5505;Colaborador_5505;2025-06-13;Desligado;Não;Expedição
5506;Colaborador_5506;2025-11-09;Ativo;Não;Expedição
5507;Colaborador_5507;2026-01-27;Ativo;Sim;Recebimento
5508;Colaborador_5508;2025-05-04;Ativo;Não;Triagem
5509;Colaborador_5509;2025-02-04;Ativo;Não;Triagem
5510;Colaborador_5510;2026-03-26;Ativo;Não;Recebimento
5511;Colaborador_5511;2025-01-28;Desligado;Não;Triagem
5512;Colaborador_5512;2025-12-17;Ativo;Não;Expedição
5513;Colaborador_5513;2025-12-06;Ativo;Sim;Triagem
5514;Colaborador_5514;2025-09-29;Ativo;Não;Recebimento
5515;Colaborador_5515;2025-05-22;Ativo;Não;Expedição
5516;Colaborador_5516;2025-07-15;Ativo;Sim;Triagem
5517;Colaborador_5517;2025-03-01;Ativo;Não;Reverso (DV)
5518;Colaborador_5518;2025-05-27;Ativo;Não;Triagem
5519;Colaborador_5519;2025-06-20;Ativo;Não;Triagem
5520;Colaborador_5520;2025-03-10;Ativo;Sim;Expedição
5521;Colaborador_5521;2026-03-14;Ativo;Sim;Recebimento
5522;Colaborador_5522;2025-12-31;Ativo;Não;Reverso (DV)
5523;Colaborador_5523;2025-12-19;Desligado;Não;Triagem
5524;Colaborador_5524;2025-02-23;Ativo;Não;Expedição
5525;Colaborador_5525;2025-08-14;Ativo;Sim;Triagem
5526;Colaborador_5526;2026-01-28;Ativo;Não;Reverso (DV)
5527;Colaborador_5527;2025-05-10;Ativo;Sim;Expedição
5528;Colaborador_5528;2025-11-19;Desligado;Não;Expedição
5529;Colaborador_5529;2025-12-12;Ativo;Não;Triagem
5530;Colaborador_5530;2025-05-17;Desligado;Não;Expedição
5531;Colaborador_5531;2025-04-05;Ativo;Não;Recebimento
5532;Colaborador_5532;2025-12-16;Ativo;Não;Triagem
5533;Colaborador_5533;2026-01-11;Ativo;Sim;Reverso (DV)
5534;Colaborador_5534;2026-03-07;Ativo;Sim;Expedição
5535;Colaborador_5535;2025-04-29;Ativo;Sim;Triagem
5536;Colaborador_5536;2025-10-23;Ativo;Não;Expedição
5537;Colaborador_5537;2025-02-12;Ativo;Não;Reverso (DV)
5538;Colaborador_5538;2025-11-05;Ativo;Não;Reverso (DV)
5539;Colaborador_5539;2025-10-02;Ativo;Não;Reverso (DV)
5540;Colaborador_5540;2025-12-29;Ativo;Não;Triagem
5541;Colaborador_5541;2025-05-30;Ativo;Não;Triagem
5542;Colaborador_5542;2026-02-06;Desligado;Não;Recebimento
5543;Colaborador_5543;2026-02-06;Ativo;Não;Recebimento
5544;Colaborador_5544;2025-08-18;Ativo;Não;Reverso (DV)
5545;Colaborador_5545;2025-12-11;Ativo;Sim;Expedição
5546;Colaborador_5546;2025-03-29;Ativo;Não;Recebimento
5547;Colaborador_5547;2025-01-27;Ativo;Não;Reverso (DV)
5548;Colaborador_5548;2025-11-16;Ativo;Não;Triagem
5549;Colaborador_5549;2025-06-23;Ativo;Não;Triagem
5550;Colaborador_5550;2025-04-27;Ativo;Não;Reverso (DV)
5551;Colaborador_5551;2025-09-17;Ativo;Sim;Recebimento
5552;Colaborador_5552;2025-08-06;Ativo;Não;Reverso (DV)
5553;Colaborador_5553;2025-07-19;Ativo;Não;Recebimento
5554;Colaborador_5554;2025-05-07;Desligado;Não;Recebimento
5555;Colaborador_5555;2025-04-22;Desligado;Sim;Reverso (DV)
5556;Colaborador_5556;2025-11-05;Ativo;Não;Triagem
5557;Colaborador_5557;2025-09-30;Ativo;Não;Recebimento
5558;Colaborador_5558;2025-08-17;Ativo;Não;Recebimento
5559;Colaborador_5559;2025-02-07;Ativo;Sim;Triagem
5560;Colaborador_5560;2025-08-13;Ativo;Sim;Recebimento
5561;Colaborador_5561;2025-01-08;Ativo;Não;Expedição
5562;Colaborador_5562;2026-03-23;Ativo;Sim;Reverso (DV)
5563;Colaborador_5563;2026-01-05;Ativo;Não;Expedição
5564;Colaborador_5564;2025-12-30;Ativo;Não;Triagem
5565;Colaborador_5565;2025-04-13;Ativo;Não;Triagem
5566;Colaborador_5566;2025-05-22;Ativo;Não;Recebimento
5567;Colaborador_5567;2025-08-25;Ativo;Não;Reverso (DV)
5568;Colaborador_5568;2025-11-27;Ativo;Não;Recebimento
5569;Colaborador_5569;2025-03-11;Ativo;Não;Recebimento
5570;Colaborador_5570;2025-08-24;Ativo;Não;Recebimento
5571;Colaborador_5571;2025-11-24;Desligado;Não;Expedição
5572;Colaborador_5572;2025-05-25;Desligado;Não;Recebimento
5573;Colaborador_5573;2025-12-01;Ativo;Não;Expedição
5574;Colaborador_5574;2025-09-29;Ativo;Sim;Reverso (DV)
5575;Colaborador_5575;2025-07-13;Ativo;Sim;Triagem
5576;Colaborador_5576;2025-01-02;Ativo;Não;Recebimento
5577;Colaborador_5577;2026-02-05;Ativo;Não;Recebimento
5578;Colaborador_5578;2025-08-02;Ativo;Não;Triagem
5579;Colaborador_5579;2026-01-28;Desligado;Não;Expedição
5580;Colaborador_5580;2025-06-03;Ativo;Não;Reverso (DV)
5581;Colaborador_5581;2025-05-21;Ativo;Não;Reverso (DV)
5582;Colaborador_5582;2026-02-18;Ativo;Não;Triagem
5583;Colaborador_5583;2025-01-22;Ativo;Não;Triagem
5584;Colaborador_5584;2026-02-26;Desligado;Não;Triagem
5585;Colaborador_5585;2025-12-19;Ativo;Não;Expedição
5586;Colaborador_5586;2025-07-29;Ativo;Não;Triagem
5587;Colaborador_5587;2025-12-18;Ativo;Não;Reverso (DV)
5588;Colaborador_5588;2025-01-26;Ativo;Não;Expedição
5589;Colaborador_5589;2026-03-17;Ativo;Sim;Reverso (DV)
5590;Colaborador_5590;2025-06-10;Ativo;Não;Reverso (DV)
5591;Colaborador_5591;2025-03-23;Ativo;Sim;Recebimento
5592;Colaborador_5592;2025-02-12;Ativo;Não;Triagem
5593;Colaborador_5593;2026-02-12;Ativo;Não;Expedição
5594;Colaborador_5594;2025-01-04;Ativo;Não;Expedição
5595;Colaborador_5595;2025-06-21;Ativo;Não;Expedição
5596;Colaborador_5596;2025-03-21;Desligado;Não;Reverso (DV)
5597;Colaborador_5597;2026-03-25;Desligado;Não;Recebimento
5598;Colaborador_5598;2025-12-31;Ativo;Não;Triagem
5599;Colaborador_5599;2025-07-28;Ativo;Não;Reverso (DV)
5600;Colaborador_5600;2025-06-09;Ativo;Não;Triagem
5601;Colaborador_5601;2025-07-11;Desligado;Não;Recebimento
5602;Colaborador_5602;2025-12-28;Desligado;Não;Expedição
5603;Colaborador_5603;2025-01-23;Ativo;Não;Reverso (DV)
5604;Colaborador_5604;2025-09-20;Ativo;Não;Expedição
5605;Colaborador_5605;2025-12-19;Ativo;Não;Recebimento
5606;Colaborador_5606;2025-07-20;Ativo;Não;Reverso (DV)
5607;Colaborador_5607;2025-02-10;Ativo;Não;Triagem
5608;Colaborador_5608;2025-11-24;Ativo;Não;Recebimento
5609;Colaborador_5609;2025-01-26;Ativo;Sim;Reverso (DV)
5610;Colaborador_5610;2025-06-11;Ativo;Sim;Expedição
5611;Colaborador_5611;2025-11-11;Ativo;Não;Triagem
5612;Colaborador_5612;2025-05-01;Desligado;Não;Triagem
5613;Colaborador_5613;2025-10-29;Ativo;Não;Triagem
5614;Colaborador_5614;2025-12-12;Ativo;Não;Expedição
5615;Colaborador_5615;2025-06-10;Ativo;Não;Triagem
5616;Colaborador_5616;2026-02-23;Ativo;Não;Recebimento
5617;Colaborador_5617;2025-05-27;Ativo;Não;Reverso (DV)
5618;Colaborador_5618;2025-02-22;Desligado;Não;Recebimento
5619;Colaborador_5619;2026-02-08;Ativo;Não;Triagem
5620;Colaborador_5620;2025-09-02;Ativo;Não;Triagem
5621;Colaborador_5621;2025-10-08;Desligado;Não;Reverso (DV)
5622;Colaborador_5622;2026-02-04;Ativo;Sim;Expedição
5623;Colaborador_5623;2025-10-03;Desligado;Não;Recebimento
5624;Colaborador_5624;2025-08-04;Ativo;Não;Expedição
5625;Colaborador_5625;2025-12-27;Desligado;Não;Expedição
5626;Colaborador_5626;2025-12-14;Ativo;Não;Expedição
5627;Colaborador_5627;2025-07-26;Desligado;Sim;Reverso (DV)
5628;Colaborador_5628;2025-05-29;Ativo;Não;Triagem
5629;Colaborador_5629;2026-02-13;Desligado;Não;Triagem
5630;Colaborador_5630;2025-02-27;Ativo;Sim;Recebimento
5631;Colaborador_5631;2025-02-14;Desligado;Não;Expedição
5632;Colaborador_5632;2025-05-21;Ativo;Sim;Reverso (DV)
5633;Colaborador_5633;2025-03-16;Ativo;Não;Triagem
5634;Colaborador_5634;2025-04-27;Ativo;Não;Expedição
5635;Colaborador_5635;2025-11-18;Ativo;Não;Expedição
5636;Colaborador_5636;2025-02-06;Ativo;Não;Reverso (DV)
5637;Colaborador_5637;2025-11-01;Ativo;Não;Triagem
5638;Colaborador_5638;2025-11-29;Ativo;Sim;Expedição
5639;Colaborador_5639;2025-06-16;Ativo;Não;Recebimento
5640;Colaborador_5640;2025-02-06;Desligado;Não;Reverso (DV)
5641;Colaborador_5641;2025-05-31;Ativo;Não;Recebimento
5642;Colaborador_5642;2025-01-03;Ativo;Não;Recebimento
5643;Colaborador_5643;2026-02-07;Ativo;Não;Reverso (DV)
5644;Colaborador_5644;2025-10-30;Desligado;Não;Recebimento
5645;Colaborador_5645;2026-02-23;Ativo;Não;Triagem
5646;Colaborador_5646;2025-09-23;Ativo;Sim;Triagem
5647;Colaborador_5647;2025-06-13;Ativo;Não;Recebimento
5648;Colaborador_5648;2025-12-09;Desligado;Não;Recebimento
5649;Colaborador_5649;2025-01-28;Ativo;Não;Triagem
5650;Colaborador_5650;2026-02-24;Desligado;Não;Reverso (DV)
5651;Colaborador_5651;2025-01-03;Desligado;Sim;Recebimento
5652;Colaborador_5652;2025-11-15;Ativo;Não;Expedição
5653;Colaborador_5653;2025-02-06;Ativo;Não;Triagem
5654;Colaborador_5654;2025-07-13;Ativo;Sim;Reverso (DV)
5655;Colaborador_5655;2025-08-26;Ativo;Não;Recebimento
5656;Colaborador_5656;2025-02-13;Ativo;Não;Expedição
5657;Colaborador_5657;2025-09-09;Desligado;Não;Expedição
5658;Colaborador_5658;2026-02-21;Ativo;Sim;Expedição
5659;Colaborador_5659;2025-09-05;Ativo;Não;Recebimento
5660;Colaborador_5660;2025-09-24;Ativo;Sim;Expedição
5661;Colaborador_5661;2025-12-30;Ativo;Não;Recebimento
5662;Colaborador_5662;2025-12-20;Ativo;Não;Reverso (DV)
5663;Colaborador_5663;2025-07-25;Ativo;Sim;Triagem
5664;Colaborador_5664;2025-10-12;Ativo;Sim;Reverso (DV)
5665;Colaborador_5665;2025-11-11;Ativo;Não;Triagem
5666;Colaborador_5666;2025-06-11;Ativo;Não;Reverso (DV)
5667;Colaborador_5667;2025-12-24;Desligado;Não;Reverso (DV)
5668;Colaborador_5668;2025-08-30;Ativo;Não;Recebimento
5669;Colaborador_5669;2025-11-14;Ativo;Não;Recebimento
5670;Colaborador_5670;2026-02-27;Desligado;Não;Expedição
5671;Colaborador_5671;2025-05-10;Ativo;Sim;Recebimento
5672;Colaborador_5672;2025-07-24;Ativo;Não;Recebimento
5673;Colaborador_5673;2025-10-29;Desligado;Não;Triagem
5674;Colaborador_5674;2025-08-11;Ativo;Sim;Triagem
5675;Colaborador_5675;2025-07-06;Ativo;Não;Triagem
5676;Colaborador_5676;2025-07-07;Ativo;Não;Reverso (DV)
5677;Colaborador_5677;2025-10-21;Ativo;Sim;Recebimento
5678;Colaborador_5678;2025-09-28;Ativo;Não;Reverso (DV)
5679;Colaborador_5679;2025-12-09;Ativo;Não;Recebimento
5680;Colaborador_5680;2025-11-27;Ativo;Não;Recebimento
5681;Colaborador_5681;2025-06-21;Ativo;Não;Expedição
5682;Colaborador_5682;2025-11-22;Desligado;Não;Reverso (DV)
5683;Colaborador_5683;2026-01-24;Ativo;Não;Triagem
5684;Colaborador_5684;2025-02-16;Ativo;Não;Recebimento
5685;Colaborador_5685;2025-08-06;Desligado;Não;Recebimento
5686;Colaborador_5686;2025-07-23;Ativo;Não;Expedição
5687;Colaborador_5687;2025-08-24;Ativo;Não;Recebimento
5688;Colaborador_5688;2025-02-08;Ativo;Não;Recebimento
5689;Colaborador_5689;2026-01-29;Desligado;Não;Expedição
5690;Colaborador_5690;2026-01-14;Ativo;Não;Triagem
5691;Colaborador_5691;2025-03-18;Desligado;Não;Reverso (DV)
5692;Colaborador_5692;2026-03-07;Desligado;Não;Expedição
5693;Colaborador_5693;2025-04-02;Ativo;Não;Expedição
5694;Colaborador_5694;2025-05-15;Ativo;Não;Triagem
5695;Colaborador_5695;2025-09-12;Ativo;Não;Expedição
5696;Colaborador_5696;2025-06-10;Ativo;Não;Expedição
5697;Colaborador_5697;2025-04-09;Ativo;Não;Reverso (DV)
5698;Colaborador_5698;2025-04-01;Ativo;Sim;Expedição
5699;Colaborador_5699;2025-01-15;Desligado;Não;Recebimento
5700;Colaborador_5700;2025-04-27;Ativo;Não;Reverso (DV)
5701;Colaborador_5701;2025-03-31;Ativo;Não;Triagem
5702;Colaborador_5702;2026-03-15;Ativo;Sim;Recebimento
5703;Colaborador_5703;2025-07-22;Ativo;Não;Recebimento
5704;Colaborador_5704;2025-06-15;Ativo;Não;Triagem
5705;Colaborador_5705;2025-07-27;Ativo;Não;Triagem
5706;Colaborador_5706;2025-11-02;Ativo;Não;Recebimento
5707;Colaborador_5707;2025-11-18;Ativo;Não;Recebimento
5708;Colaborador_5708;2025-02-22;Ativo;Não;Reverso (DV)
5709;Colaborador_5709;2025-02-02;Ativo;Não;Expedição
5710;Colaborador_5710;2026-02-15;Desligado;Não;Recebimento
5711;Colaborador_5711;2025-05-21;Ativo;Não;Reverso (DV)
5712;Colaborador_5712;2026-01-20;Ativo;Não;Recebimento
5713;Colaborador_5713;2025-01-29;Ativo;Não;Recebimento
5714;Colaborador_5714;2026-02-12;Ativo;Não;Triagem
5715;Colaborador_5715;2025-04-22;Ativo;Não;Triagem
5716;Colaborador_5716;2026-02-01;Desligado;Não;Recebimento
5717;Colaborador_5717;2025-09-15;Ativo;Não;Triagem
5718;Colaborador_5718;2025-08-06;Ativo;Não;Recebimento
5719;Colaborador_5719;2025-06-20;Ativo;Não;Reverso (DV)
5720;Colaborador_5720;2025-03-08;Ativo;Não;Reverso (DV)
5721;Colaborador_5721;2025-09-22;Ativo;Não;Reverso (DV)
5722;Colaborador_5722;2025-02-17;Ativo;Não;Triagem
5723;Colaborador_5723;2025-10-09;Ativo;Não;Triagem
5724;Colaborador_5724;2025-09-27;Ativo;Não;Reverso (DV)
5725;Colaborador_5725;2025-02-07;Ativo;Não;Recebimento
5726;Colaborador_5726;2025-02-19;Ativo;Não;Reverso (DV)
5727;Colaborador_5727;2025-02-24;Ativo;Não;Triagem
5728;Colaborador_5728;2026-01-19;Ativo;Não;Reverso (DV)
5729;Colaborador_5729;2025-02-02;Desligado;Não;Expedição
5730;Colaborador_5730;2025-07-24;Ativo;Não;Recebimento
5731;Colaborador_5731;2025-03-31;Desligado;Não;Triagem
5732;Colaborador_5732;2025-01-03;Ativo;Não;Triagem
5733;Colaborador_5733;2025-01-21;Ativo;Não;Expedição
5734;Colaborador_5734;2025-05-15;Desligado;Sim;Reverso (DV)
5735;Colaborador_5735;2025-07-13;Desligado;Sim;Recebimento
5736;Colaborador_5736;2025-02-10;Desligado;Não;Reverso (DV)
5737;Colaborador_5737;2025-08-05;Ativo;Não;Reverso (DV)
5738;Colaborador_5738;2025-08-21;Ativo;Não;Recebimento
5739;Colaborador_5739;2026-03-10;Ativo;Sim;Recebimento
5740;Colaborador_5740;2025-03-02;Ativo;Sim;Triagem
5741;Colaborador_5741;2025-09-05;Ativo;Sim;Expedição
5742;Colaborador_5742;2026-02-24;Ativo;Não;Expedição
5743;Colaborador_5743;2025-05-15;Desligado;Não;Reverso (DV)
5744;Colaborador_5744;2026-02-05;Ativo;Não;Reverso (DV)
5745;Colaborador_5745;2025-09-12;Ativo;Sim;Expedição
5746;Colaborador_5746;2025-03-26;Ativo;Sim;Reverso (DV)
5747;Colaborador_5747;2025-08-15;Ativo;Não;Triagem
5748;Colaborador_5748;2026-02-03;Ativo;Não;Expedição
5749;Colaborador_5749;2025-12-17;Ativo;Sim;Reverso (DV)
5750;Colaborador_5750;2025-06-09;Ativo;Não;Triagem
5751;Colaborador_5751;2025-06-11;Desligado;Não;Reverso (DV)
5752;Colaborador_5752;2025-10-29;Ativo;Não;Expedição
5753;Colaborador_5753;2026-01-01;Ativo;Não;Expedição
5754;Colaborador_5754;2025-03-11;Ativo;Não;Expedição
5755;Colaborador_5755;2025-01-01;Ativo;Não;Expedição
5756;Colaborador_5756;2025-08-23;Desligado;Não;Expedição
5757;Colaborador_5757;2025-09-22;Ativo;Não;Expedição
5758;Colaborador_5758;2025-04-27;Ativo;Não;Recebimento
5759;Colaborador_5759;2025-10-03;Ativo;Não;Recebimento
5760;Colaborador_5760;2025-06-24;Desligado;Sim;Expedição
5761;Colaborador_5761;2026-01-25;Ativo;Não;Reverso (DV)
5762;Colaborador_5762;2025-08-22;Ativo;Não;Recebimento
5763;Colaborador_5763;2025-02-20;Ativo;Não;Recebimento
5764;Colaborador_5764;2025-04-01;Ativo;Não;Triagem
5765;Colaborador_5765;2025-07-30;Ativo;Sim;Recebimento
5766;Colaborador_5766;2025-11-23;Ativo;Não;Expedição
5767;Colaborador_5767;2025-08-22;Ativo;Não;Reverso (DV)
5768;Colaborador_5768;2026-02-11;Ativo;Não;Recebimento
5769;Colaborador_5769;2025-04-30;Ativo;Não;Triagem
5770;Colaborador_5770;2025-08-02;Ativo;Não;Expedição
5771;Colaborador_5771;2025-01-27;Ativo;Não;Triagem
5772;Colaborador_5772;2025-12-17;Ativo;Não;Reverso (DV)
5773;Colaborador_5773;2026-03-11;Desligado;Não;Reverso (DV)
5774;Colaborador_5774;2026-03-03;Ativo;Não;Expedição
5775;Colaborador_5775;2025-01-11;Desligado;Não;Expedição
5776;Colaborador_5776;2025-11-01;Ativo;Não;Triagem
5777;Colaborador_5777;2025-05-16;Desligado;Não;Recebimento
5778;Colaborador_5778;2025-04-22;Ativo;Não;Recebimento
5779;Colaborador_5779;2025-05-17;Ativo;Sim;Expedição
5780;Colaborador_5780;2025-10-02;Desligado;Não;Expedição
5781;Colaborador_5781;2025-02-07;Ativo;Não;Expedição
5782;Colaborador_5782;2026-02-12;Ativo;Não;Expedição
5783;Colaborador_5783;2025-10-26;Ativo;Não;Triagem
5784;Colaborador_5784;2025-01-30;Ativo;Não;Expedição
5785;Colaborador_5785;2026-01-04;Desligado;Não;Triagem
5786;Colaborador_5786;2025-12-05;Desligado;Sim;Expedição
5787;Colaborador_5787;2026-03-16;Ativo;Não;Triagem
5788;Colaborador_5788;2025-01-09;Ativo;Não;Triagem
5789;Colaborador_5789;2025-12-13;Ativo;Não;Recebimento
5790;Colaborador_5790;2025-11-21;Ativo;Não;Triagem
5791;Colaborador_5791;2025-09-05;Ativo;Não;Triagem
5792;Colaborador_5792;2025-10-23;Ativo;Não;Expedição
5793;Colaborador_5793;2025-03-09;Ativo;Não;Recebimento
5794;Colaborador_5794;2025-11-14;Ativo;Não;Triagem
5795;Colaborador_5795;2026-02-21;Ativo;Não;Reverso (DV)
5796;Colaborador_5796;2025-06-20;Desligado;Não;Recebimento
5797;Colaborador_5797;2025-05-28;Ativo;Não;Recebimento
5798;Colaborador_5798;2026-03-14;Ativo;Não;Reverso (DV)
5799;Colaborador_5799;2026-03-24;Ativo;Não;Expedição
5800;Colaborador_5800;2026-01-04;Ativo;Não;Triagem
5801;Colaborador_5801;2025-01-25;Ativo;Não;Triagem
5802;Colaborador_5802;2026-01-21;Ativo;Não;Triagem
5803;Colaborador_5803;2025-03-06;Ativo;Não;Expedição
5804;Colaborador_5804;2025-08-08;Ativo;Não;Recebimento
5805;Colaborador_5805;2026-01-13;Ativo;Não;Expedição
5806;Colaborador_5806;2025-07-09;Ativo;Não;Expedição
5807;Colaborador_5807;2025-07-01;Ativo;Não;Expedição
5808;Colaborador_5808;2025-07-23;Ativo;Sim;Expedição
5809;Colaborador_5809;2025-09-29;Desligado;Não;Expedição
5810;Colaborador_5810;2025-12-04;Ativo;Não;Reverso (DV)
5811;Colaborador_5811;2026-03-22;Desligado;Não;Triagem
5812;Colaborador_5812;2025-12-30;Desligado;Não;Recebimento
5813;Colaborador_5813;2025-10-22;Ativo;Não;Reverso (DV)
5814;Colaborador_5814;2025-11-18;Desligado;Não;Triagem
5815;Colaborador_5815;2026-03-26;Ativo;Não;Recebimento
5816;Colaborador_5816;2025-01-29;Ativo;Sim;Recebimento
5817;Colaborador_5817;2025-07-07;Ativo;Não;Expedição
5818;Colaborador_5818;2025-03-03;Desligado;Sim;Expedição
5819;Colaborador_5819;2025-05-19;Ativo;Não;Reverso (DV)
5820;Colaborador_5820;2025-04-06;Ativo;Não;Triagem
5821;Colaborador_5821;2025-01-25;Desligado;Não;Triagem
5822;Colaborador_5822;2025-07-05;Ativo;Sim;Recebimento
5823;Colaborador_5823;2025-05-11;Ativo;Não;Triagem
5824;Colaborador_5824;2026-03-15;Desligado;Não;Expedição
5825;Colaborador_5825;2026-03-14;Ativo;Não;Reverso (DV)
5826;Colaborador_5826;2025-10-15;Desligado;Sim;Triagem
5827;Colaborador_5827;2026-02-04;Ativo;Não;Triagem
5828;Colaborador_5828;2025-10-14;Ativo;Não;Triagem
5829;Colaborador_5829;2025-09-29;Ativo;Não;Reverso (DV)
5830;Colaborador_5830;2026-02-12;Ativo;Não;Triagem
5831;Colaborador_5831;2025-01-16;Desligado;Não;Triagem
5832;Colaborador_5832;2025-11-13;Ativo;Sim;Triagem
5833;Colaborador_5833;2026-03-13;Ativo;Não;Recebimento
